studyDbId;studyName;studyDescription;trialType;breedingProgramDbId;breedingProgramName;breedingProgramDescription;studyYear;studyDesign;locationDbId;locationName;plantingDate;harvestDate;plotWidth;plotLength;plantsPerPlot;numberBlocks;numberReps;fieldSize;fieldTrialIsPlannedToBeGenotyped;fieldTrialIsPlannedToCross;folderDbId;folderName;folderDescription;managementFactors
7607;BR.UYT.20.ITAM;EMBRAPA Uniform yield trials far from Cruz das Almas, BA;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;437;Itamaraju (BA);2020-July-30;;3.6;8;;3;3;;no;no;7643;BR.UYT.20;; No ManagementFactor: 
7628;BR.UYT.20.MSES;EMBRAPA Uniform yield trials in Mimoso do Sul, Espirito Santo State;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;446;Mimoso do Sul (ES);;;;;;3;3;;no;no;7419;BR.UYT2.20.;; No ManagementFactor: 
7817;BR.UYT.20.NH1;Uniform Yield Trials from EMBRAPA Cassava Breeding of 2020;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;293;Laje (BA)-Novo Horizonte 1;;;2;7;;6;6;;no;no;7264;BR.UYT.20.;; BR.UYT.20.NH1_MP8cm: 
7266;BR.UYT.20.NR;Uniform Yield Trials from EMBRAPA Cassava Breeding of 2020;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;428;Laje (BA)-Novo Rumo;;;5.5;7;;3;3;;no;no;7264;BR.UYT.20.;; No ManagementFactor: 
7268;BR.UYT.20.PP1;Uniform Yield Trials from EMBRAPA Cassava Breeding of 2020;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;298;Cruz das Almas (BA)-UFRB-PP1;;;5.5;7;;3;3;;no;no;7264;BR.UYT.20.;; No ManagementFactor: 
7629;BR.UYT.20.PinhES;EMBRAPA Uniform yield trials at Pinheiros, Espir�to Santo State;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;447;Pinheiros (ES);;;;;;3;3;;no;no;7419;BR.UYT2.20.;; No ManagementFactor: 
7696;BR.UYT.20.RA1;Uniform Yield Trials from EMBRAPA Cassava Breeding of 2020;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;294;Laje (BA)-Rio de Areia 1;2020-June-17;;5.4;8;;3;3;;no;no;7643;BR.UYT.20;; No ManagementFactor: 
7819;BR.UYT.20.Roger;Uniform Yield Trials from EMBRAPA Cassava Breeding of 2020;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;452;Laje (BA)-Rogerio;;;2;7;;6;6;;no;no;7264;BR.UYT.20.;; BR.UYT.20.Roger_MP8cm: 
7597;BR.UYT.20.UENF;Clones selected from Advanced yield trials and Uniform yield trials of 2019;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;445;Campos dos Goytacazes (RJ)-UENF;;;;;;3;3;;no;no;7264;BR.UYT.20.;; No ManagementFactor: 
10147;BR.UYT.21.BelVistdGo;Uniform yield trial located at Bela Vista de Goias (GO);Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;491;Bela Vista de Goias (GO);;;;;;2;1;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
10384;BR.UYT.21.CachoeiraMinas;Uniform yield trial located at Cachoeira Minas (MG);Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;450;Cachoeira de Minas (MG);;;;;;3;1;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
10386;BR.UYT.21.ConceicaoOuros;Uniform yield trial located at Conceicao dos Ouros (MG);Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;451;Conceicao dos Ouros (MG);;;1.8;3.2;8;3;1;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
10387;BR.UYT.21.ITAM;Uniform yield trial located at Itamaraju (BA).;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;437;Itamaraju (BA);;;1.8;3.2;8;3;1;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
8724;BR.UYT.21.LALRN;Uniform yield trial planted in Lagoa D'anta- Rio Grande do Norte State- Brazil;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;464;Lagoa D'anta (RN)-Lopes;;;;;;3;3;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
10388;BR.UYT.21.NH;Uniform yield trial located at Laje (BA) at Novo Horizonte field.;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;293;Laje (BA)-Novo Horizonte 1;;;1.8;3.2;8;3;1;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
10143;BR.UYT.21.PP1;Uniform yield trial located at Cruz das Almas (BA) PP1 field;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;298;Cruz das Almas (BA)-UFRB-PP1;;;;;;3;1;;yes;no;10084;BR.UYT.21;; No ManagementFactor: 
10389;BR.UYT.21.PontPor;Uniform yield trial located at Ponta Pora (MT);Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;490;Ponta Pora (MS)-Assentamento Itamarati;;;1.8;3.2;8;3;1;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
10390;BR.UYT.21.Prado;Uniform yield trial located at Prado (BA);Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;494;Prado (BA);;;1.8;3.2;8;3;1;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
8722;BR.UYT.21.QuiRJ;Uniform yield trial planted in Horto Municipal of Quissama - Rio de Janeiro State - Brazil;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;462;Quissama (RJ)-PMQ Horto;;;;;;3;3;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
10391;BR.UYT.21.SAimores;Uniform yield trial located at Serra dos Aimores (BA);Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;488;Serra dos Aimores (MG)-Cachoeira da Mata;;;1.8;3.2;8;3;1;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
8723;BR.UYT.21.SFIRJ;Uniform yield trial planted in Dona Chica Industry in Sao Francisco do Itabapoana - Rio de Janeiro State - Brazil;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;463;Sao Francisco de Itabapoana (RJ)-Industria Dona Chica;;;;;;3;3;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
10392;BR.UYT.21.TRAC;Uniform yield trial located at Tracuateua (PA) - July 27, 2021;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;440;Tracuateua (PA);;;1.8;3.2;8;3;1;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
8725;BR.UYT.21.TouRN;Uniform yield trial planted in Touros - Rio Grande do Norte State- Brazil;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;465;Touros (RN)-Prata;;;;;;3;3;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
11302;BR.UYT.22.Jagua;Convencional clones 2017 and 2018 - Uniform yield trial located at Jaguaripe (BA) - Fazenda Esperan�a.;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;526;Jaguaripe (BA) - Fazenda Esperan�a;;;4.5;5.6;40;3;1;;no;no;;;; No ManagementFactor: 
11310;BR.UYT.WD.22.BJL;GS-C1 clone - water deficit - Uniform yield trial located at  IF Baiano - Bom Jesus da Lapa (BA).;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;527;Bom Jesus da Lapa (BA) - IF Baiano;;;1.8;3.5;10;6;1;;no;no;;;; BR.UYT.WD.22.BJL_Drought: No description BR.UYT.WD.22.BJL_WellWater: No description
10853;BR.UYT2.18.Gaviao;Regional yield trial multiplication� with 2011 clones at Gavi�o, Laje, Bahia, Brazil;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;CRD;486;Laje (BA)-Gaviao;;;2.7;6.4;24;3;3;;no;no;11232;BR.UYT.18;; No ManagementFactor: 
10889;BR.UYT2.18.NR;Regional yield trial multiplication� with 2011 and 2012 clones at Valen�a, Laje, Bahia, Brazil;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;CRD;428;Laje (BA)-Novo Rumo;;;2.7;6.4;24;3;3;;no;no;11232;BR.UYT.18;; No ManagementFactor: 
10855;BR.UYT2.18.PP1;Regional yield trial multiplication with 2011 and 2012 clones at UFRB.PP1, Cruz das Almas, Bahia, Brazil;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;CRD;298;Cruz das Almas (BA)-UFRB-PP1;;;2.7;6.4;24;3;3;;no;no;11232;BR.UYT.18;; No ManagementFactor: 
10854;BR.UYT2.18.RA2;Regional yield trial multiplication� with 2011 and 2012 clones at Rio de Areia 2, Laje, Bahia, Brazil;"Uniform Yield Trial""";3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;CRD;427;Laje (BA)-Rio de Areia 2;;;2.7;6.4;24;3;3;;no;no;11232;BR.UYT.18;; No ManagementFactor: 
7519;BR.UYT2.20.Ala;Clones Selected from Advanced Yield Trials and from past Uniform Yield Trials;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;444;Alagoinhas (BA);2020-July-28;;1.8;6.4;;3;3;;no;no;7643;BR.UYT.20;; No ManagementFactor: 
7700;BR.UYT2.20.Alc;EMBRAPA Uniform Yield Trials far from Cruz das Almas, BA;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;435;Alcobaca (BA);2020-July-28;;3.6;8;;3;3;;no;no;7643;BR.UYT.20;; No ManagementFactor: 
7698;BR.UYT2.20.CAP;EMBRAPA Uniform Yield Trials far from Cruz das Almas, BA;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;442;Capanema (PA);2020-August-08;;1.8;6.4;;3;3;;no;no;7643;BR.UYT.20;; No ManagementFactor: 
7423;BR.UYT2.20.ER;EMBRAPA Uniform yield trials far from Cruz das Almas, BA;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;439;Entre Rios (BA);;;;;;3;3;;no;no;7419;BR.UYT2.20.;; No ManagementFactor: 
7425;BR.UYT2.20.ITA;EMBRAPA Uniform yield trials far from Cruz das Almas, BA;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;434;Itanhem (BA);;;;;;3;3;;no;no;7419;BR.UYT2.20.;; No ManagementFactor: 
7426;BR.UYT2.20.POJ;EMBRAPA Uniform yield trials far from Cruz das Almas, BA;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;438;Pojuca (BA);;;;;;3;3;;no;no;7419;BR.UYT2.20.;; No ManagementFactor: 
7427;BR.UYT2.20.SIP;EMBRAPA Uniform yield trials far from Cruz das Almas, BA;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;443;Santa Isabel do Para (PA);;;;;;3;3;;no;no;7419;BR.UYT2.20.;; No ManagementFactor: 
7604;BR.UYT2.20.TF;EMBRAPA Uniform yield trials far from Cruz das Almas, BA;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;436;Teixeira de Freitas (BA);2020-July-29;;3.6;8;;3;3;;no;no;7643;BR.UYT.20;; No ManagementFactor: 
7699;BR.UYT2.20.TRAC;EMBRAPA Uniform Yield Trials Far from Cruz das Almas, BA;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;440;Tracuateua (PA);2021-September-24;;1.8;6.4;;3;3;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
10393;BR.UYT2.21.CoC;Uniform yield trial located at Conde (BA) - Cangurito farm ;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;495;Conde (BA)-Cangurito;;;1.8;3.2;8;3;1;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
10394;BR.UYT2.21.CoH;Uniform yield trial located at Conde (BA) - Humaita farm ;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;496;Conde (BA)-Humaita;;;1.8;3.2;8;3;1;;no;no;10084;BR.UYT.21;; No ManagementFactor: 
7720;BR.UYT3.20.CMG;Uniform Yield Trials planted at Minas Gerais State;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;450;Cachoeira de Minas (MG);;;;;;3;3;;no;no;7719;BR.UYT3.20.;; No ManagementFactor: 
7721;BR.UYT3.20.COMG;Uniform Yield Trials planted at Minas Gerais State;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;451;Conceicao dos Ouros (MG);;;;;;3;3;;no;no;7719;BR.UYT3.20.;; No ManagementFactor: 
7722;BR.UYT3.20.PAMG;Uniform Yield Trials planted at Minas Gerais State;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;449;Pouso Alegre (MG);;;;;;3;3;;no;no;7719;BR.UYT3.20.;; No ManagementFactor: 
7596;BR.UYTGS.20.DOU;Trial unified advanced yield trial and uniform yield trial in Dourados - MS UFGD;Advanced Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;RCBD;277;Dourados (MS)-UFGD;;;1.8;3.2;;3;3;;no;no;7264;BR.UYT.20.;; No ManagementFactor: 
10395;BR.UYTGS.21.AlaBU;Genomic Selection Clones C1 - Uniform yield trial located at Alagoinhas, BA, Boa Uniao farm;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;497;Alagoinhas (BA)-Boa Uniao;;;1.8;3.2;8;3;1;;no;no;10445;BR.UYTGS.21;; No ManagementFactor: 
10396;BR.UYTGS.21.Inh;Genomic Selection Clones C1 - Uniform yield trial located at Inhambupe (BA);Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;498;Inhambupe (BA)-Botelho;;;1.8;3.2;8;3;1;;no;no;10445;BR.UYTGS.21;; No ManagementFactor: 
10397;BR.UYTGS.21.NM1;Genomic Selection Clones C1 - Uniform yield trial located at Verdelandia (MG)-Norte de Minas-Brasnica Fazenda Oriente;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;492;Verdelandia (MG)-Brasnica Fazenda Oriente;;;1.8;3.2;8;3;1;;no;no;10445;BR.UYTGS.21;; No ManagementFactor: 
10398;BR.UYTGS.21.NM2;Genomic Selection Clones C1 - Uniform yield trial located at Verdelandia (MG)-Norte de Minas-Brasnica Fazenda Vilyama;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;493;Verdelandia (MG)-Brasnica Fazenda Vilyama;;;1.8;3.2;8;3;1;;no;no;10445;BR.UYTGS.21;; No ManagementFactor: 
10399;BR.UYTGS.21.SDAP;Genomic Selection Clones C1 - Uniform yield trial located at Satiro Dias (BA)-Assentamento Papagaio;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;499;Satiro Dias (BA)-Assentamento Papagaio;;;1.8;3.2;8;3;1;;no;no;10445;BR.UYTGS.21;; No ManagementFactor: 
10400;BR.UYTGS.21.SJ;Genomic Selection Clones C1 - Uniform yield trial located at Laje (BA) Sao Jose.;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2021;RCBD;489;Laje (BA)-Fazenda Sao Jorge;;;1.8;3.2;8;3;1;;no;no;10445;BR.UYTGS.21;; No ManagementFactor: 
11299;BR.UYTGS.22.CMa;Genomic Selection Clones C1 - Uniform yield trial located at Cora��o de Maria (BA).;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;523;Cora��o de Maria (BA);;;2.7;7;30;3;1;;no;no;;;; No ManagementFactor: 
11300;BR.UYTGS.22.Candeal;Genomic Selection Clones C1 - Uniform yield trial located at Cruz das Almas (BA)-UFRB-Candeal.;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;299;Cruz das Almas (BA)-UFRB-Candeal;;;3.6;6.4;32;3;1;;no;no;;;; No ManagementFactor: 
11298;BR.UYTGS.22.CoC;Genomic Selection Clones C1 - Uniform yield trial located at Conde (BA)-Cangurito.;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;495;Conde (BA)-Cangurito;;;1.8;6.4;16;3;1;;no;no;;;; No ManagementFactor: 
11297;BR.UYTGS.22.CoH;Genomic Selection Clones C1 - Uniform yield trial located at Conde (BA)-Humaita.;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;496;Conde (BA)-Humaita;;;1.8;6.4;16;3;1;;no;no;;;; No ManagementFactor: 
11296;BR.UYTGS.22.ER;Genomic Selection Clones C1 - Uniform yield trial located at Entre Rios (BA).;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;439;Entre Rios (BA);;;1.8;5.6;16;3;1;;no;no;;;; No ManagementFactor: 
11295;BR.UYTGS.22.Esp;Genomic Selection Clones C1 - Uniform yield trial located at Esplanada (BA)-Cachoeira.;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;522;Esplanada (BA) - Cachoeira;;;1.8;6.4;16;3;1;;no;no;;;; No ManagementFactor: 
11294;BR.UYTGS.22.Estab;Genomic Selection Clones C1 - Uniform yield trial located at Cruz das Almas (BA)-UFRB-Est�bulo.;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;521;Cruz Das Almas (BA) - UFRB - Estabulo;;;3.6;6.4;32;3;1;;no;no;;;; No ManagementFactor: 
11301;BR.UYTGS.22.IFGua;Genomic Selection Clones C1 - Uniform yield trial located at Guanambi (BA)-IF Baiano.;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;295;Guanambi (BA)-IF Baiano;;;1.8;6.4;16;3;1;;no;no;;;; No ManagementFactor: 
11283;BR.UYTGS.22.Itam;Genomic Selection Clones C1 - Uniform yield trial located at Itamaraju (BA).;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;437;Itamaraju (BA);;;1.8;6.4;16;3;1;;no;no;;;; No ManagementFactor: 
11293;BR.UYTGS.22.ItiBA;Genomic Selection Clones C1 - Uniform yield trial located at Itiuba (BA).;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;507;Itiuba (BA);;;1.8;6.4;16;3;1;;no;no;;;; No ManagementFactor: 
11292;BR.UYTGS.22.LagDa;Genomic Selection Clones C1 - Uniform yield trial located at Lagoa D'anta (RN)-S�tio Ewerton.;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;508;Lagoa D'Anta (RN);;;1.8;6.4;16;3;1;;no;no;;;; No ManagementFactor: 
11291;BR.UYTGS.22.Mara;Genomic Selection Clones C1 - Uniform yield trial located at Marata�zes (ES).;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;529;Marataizes (ES);;;1.8;6.4;16;3;1;;no;no;;;; No ManagementFactor: 
11290;BR.UYTGS.22.Mont;Genomic Selection Clones C1 - Uniform yield trial located at Montanha (ES)-Fecularia Conquista.;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;528;Montanha (ES) - Fecularia Conquista;;;1.8;6.4;16;3;1;;no;no;;;; No ManagementFactor: 
11289;BR.UYTGS.22.NH;Genomic Selection Clones C1 - Uniform yield trial located at Laje (BA)-Novo Horizonte 1.;;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;293;Laje (BA)-Novo Horizonte 1;;;4.5;5.6;40;3;1;;no;no;;;; No ManagementFactor: 
11288;BR.UYTGS.22.NH1;Genomic Selection Clones C1 - Uniform yield trial located at Laje (BA)-Novo Horizonte 1.;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;293;Laje (BA)-Novo Horizonte 1;;;4.5;5.6;40;3;1;;no;no;;;; No ManagementFactor: 
11240;BR.UYTGS.22.QUISS;Genomic Selection Clones C1 - Uniform yield trial located at Quissama (RJ).;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;462;Quissama (RJ)-PMQ Horto;2022-October-26;;2.7;6.4;32;3;1;;no;no;11241;BR.UYT.22;; No ManagementFactor: 
11286;BR.UYTGS.22.SADP;Genomic Selection Clones C1 - Uniform yield trial located at Satiro Dias (BA)-Assentamento Papagaio.;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;499;Satiro Dias (BA)-Assentamento Papagaio;;;1.8;5.6;16;3;1;;no;no;;;; No ManagementFactor: 
11287;BR.UYTGS.22.SerAim;Genomic Selection Clones C1 - Uniform yield trial located at Serra dos Aimores (MG)-Cachoeira da Mata.;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;488;Serra dos Aimores (MG)-Cachoeira da Mata;;;2.7;6.4;24;3;1;;no;no;;;; No ManagementFactor: 
11239;BR.UYTGS.22.TF;Genomic Selection Clones C1 - Uniform yield trial located at Teiveira de Freitas (BA).;;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2023;RCBD;436;Teixeira de Freitas (BA);;;3.6;6.4;32;3;1;;no;no;11241;BR.UYT.22;; No ManagementFactor: 
11285;BR.UYTGS.22.TRAC;Genomic Selection Clones C1 - Uniform yield trial located at Tracuateua (PA).;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;440;Tracuateua (PA);;;1.8;5.6;16;3;1;;no;no;;;; No ManagementFactor: 
11284;BR.UYTGS.22.VC;Genomic Selection Clones C1 - Uniform yield trial located at Vitoria da Conquista (BA).;Uniform Yield Trial;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2022;RCBD;520;Vitoria da Conquista (BA);;;1.8;6.4;16;3;1;;no;no;;;; No ManagementFactor: 
7805;BR.Wild.TP.20.CNPMF;Wild accessions to genotyping KASP CMD;Seed Multiplication;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2020;greenhouse;37;Cruz Das Almas (BA)-CNPMF-Area 2;;;;;varies;1;1;;yes;no;7242;BR2020;; No ManagementFactor: 
4015;BR18.GSC1.SET1;Seedlings Nursery at citrus area in EMBRAPA Cassava and Fruits;Seedling Nursery;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;MAD;37;Cruz Das Almas (BA)-CNPMF-Area 2;2018-February-09;2018-December-07;1;6;;35;1;;yes;yes;4014;BR.SET.18;; No ManagementFactor: 
4016;BR18.GSC1.SET2;Seedlings Nursery at area 2 in EMBRAPA Cassava and Fruits;Seedling Nursery;3876;Embrapa;Empresa Brasileira de Pesquisa Agropecuária, programa de mandioca;2018;MAD;37;Cruz Das Almas (BA)-CNPMF-Area 2;2018-March-14;2018-December-07;1;6;;7;1;;yes;yes;4014;BR.SET.18;; No ManagementFactor: 
